pathway,pval,padj,log2err,ES,NES,size,leadingEdge,qvalue
GOBP_MRNA_PROCESSING,0.0460998872600814,0.602495974235105,0.321775918075361,0.651967935175246,1.42729314409458,114,WBP4|RBPMS|CWF19L2|CSDC2|RBM24|STRAP|PTBP2|SRSF3,0.576906172252423
GOBP_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,0.0464506257050283,0.602495974235105,0.321775918075361,0.767989145573168,1.50095650203723,47,KANK1|FOXO1|SORBS1|PCK1|RAB31|SLC2A4|INSR,0.576906172252423
GOBP_PROTEIN_LOCALIZATION_TO_NUCLEUS,0.0470016207455429,0.602495974235105,0.266350657088526,0.653004255661827,1.39264654233233,88,SYNE1|PGR|NUP107|TERT|GLI3|CDKN1A|SESN2|LMNA,0.576906172252423
GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II,0.0471094290643706,0.602495974235105,0.321775918075361,0.599038182661459,1.38389387114984,211,ESR1|ZNF208|E2F6|FOXO1|SOX15|THRB|FOXP2|CUX1|GATA2|SFRP4|NDN|TBX3|ELOC|MITF|TCF23|ID4|GLI3|ASCL1|STRAP|ARID5B|PCGF6|ZEB1,0.576906172252423
GOBP_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION,0.0474288331403372,0.602495974235105,0.321775918075361,0.86126311169677,1.4654243543918,17,KANK1|MYOC|FLOT1,0.576906172252423
GOMF_MOLECULAR_ADAPTOR_ACTIVITY,0.047741935483871,0.602495974235105,0.234392647294686,0.541145016685159,1.28817793734057,303,KANK1|SYNE1|HSPG2|RBPMS|SORBS1|CNKSR3|ATP1B1|ELOC|ID4|AFF3|KLHL1|ARID5B|SPACA6|TRIM32|SLMAP|LIN7A|KCTD15|MAML3|MRTFA|ACTN1,0.576906172252423
GOBP_DNA_DAMAGE_RESPONSE,0.0484709732569825,0.602495974235105,0.321775918075361,0.596202623614958,1.35955442987068,183,CD44|FOXO1|TEX15|MAP3K20|MACROD2|RBM24|TRIM32|CDKN1A|NUAK1|SESN2|MAGEF1|LMNA|BOK|BCL2|MORF4L1|KMT5A|KAT5|RBX1|CLOCK|GADD45A|PSMA7|XRCC6|BCL7B,0.576906172252423
GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS,0.0485436893203883,0.602495974235105,0.261663521711573,0.659919281812846,1.40303000664516,80,ACAT1|HSD17B6|ADH5|PGAM1|ESD|SESN2|FGF23|CYP4F12|AASS|LDHB|GLB1L3,0.576906172252423
GOBP_CELL_SUBSTRATE_ADHESION,0.0488958990536278,0.602495974235105,0.257206466468838,0.643711571980279,1.38788731923214,95,KANK1|MYOC|CD44|SORBS1|ITGA11|PTPRO|THBS3|FN1|PDPN|ROCK2|ACTN1,0.576906172252423
GOBP_MONOSACCHARIDE_TRANSMEMBRANE_TRANSPORT,0.0493096646942801,0.602495974235105,0.287857117255149,0.832442275742117,1.48688185711004,23,SORBS1|EDNRA|SLC45A1|SLC2A4|INSR|TERT|SESN2,0.576906172252423
