gene,beta,beta_se,beta_z,pvalue,tau_star,tau_star_se,tau_star_z,celltype,run_prefix,gwas,h2_obs,n_snps,annot_sd,deltaZ,gene_symbol,type,modality
ENSG00000250735,3.91721689651399e-09,1.2345189234054e-09,3.17307156840368,0.0007541766881543,0.0446560932496025,0.0140734591977918,3.17307156840368,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0298739703408049,AC096759.2,Gene,Expression
ENSG00000254734,3.91735320575082e-09,1.23571755516771e-09,3.17010403337611,0.0007619218404045,0.0446576471686608,0.0140871235449964,3.17010403337611,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0328415053683702,AC107973.1,Gene,Expression
ENSG00000287014,3.91808369503771e-09,1.23862681225444e-09,3.16324792606931,0.0007800970013723,0.044665974713082,0.0141202889425694,3.16324792606931,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0396976126751687,AC087883.2,Gene,Expression
ENSG00000244300,3.92242684182957e-09,1.23670131563829e-09,3.17168486216507,0.0007577868659581,0.044715486387635,0.0140983383693143,3.17168486216507,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0312606765794148,GATA2-AS1,Gene,Expression
ENSG00000158458,3.92415190618536e-09,1.23633506469502e-09,3.17401974452077,0.0007517173161063,0.0447351520422997,0.0140941631253318,3.17401974452077,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0289257942237073,NRG2,Gene,Expression
ENSG00000197410,3.92419018149066e-09,1.23730947549227e-09,3.17155106238025,0.0007581360436864,0.0447355883790276,0.0141052713638019,3.17155106238025,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0313944763642344,DCHS2,Gene,Expression
ENSG00000253309,3.92453887049629e-09,1.23817426313927e-09,3.16961754684353,0.0007631985192584,0.0447395634177251,0.0141151299033787,3.16961754684353,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0333279919009475,SERPINE3,Gene,Expression
ENSG00000182132,3.9246653065321e-09,1.24126597996616e-09,3.16182459672269,0.0007839198598711,0.0447410047827438,0.0141503753336346,3.16182459672269,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0411209420217968,KCNIP1,Gene,Expression
ENSG00000087086,3.92472789659781e-09,1.24332680783756e-09,3.15663417844569,0.0007980071918438,0.0447417183066269,0.0141738686770025,3.15663417844569,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0463113602987901,FTL,Gene,Expression
ENSG00000164484,3.925317618392e-09,1.23384471183071e-09,3.18137086519407,0.0007328992705543,0.0447484411080771,0.0140657732167128,3.18137086519407,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0215746735504081,TMEM200A,Gene,Expression
ENSG00000276188,3.92535837569611e-09,1.23913457267995e-09,3.1678224966369,0.0007679263083149,0.0447489057394777,0.0141260773881697,3.1678224966369,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0351230421075801,AC069234.4,Gene,Expression
